subjectID,LH_VisCent_ExStr_1,LH_VisCent_ExStr_2,LH_VisCent_Striate_1,LH_VisCent_ExStr_3,LH_VisPeri_ExStrInf_1,LH_VisPeri_StriCal_1,LH_VisPeri_ExStrSup_1,LH_SomMotA_1,LH_SomMotA_2,LH_SomMotB_Aud_1,LH_SomMotB_S2_1,LH_SomMotB_S2_2,LH_SomMotB_Cent_1,LH_DorsAttnA_TempOcc_1,LH_DorsAttnA_ParOcc_1,LH_DorsAttnA_SPL_1,LH_DorsAttnB_PostC_1,LH_DorsAttnB_PostC_2,LH_DorsAttnB_PostC_3,LH_DorsAttnB_FEF_1,LH_SalVentAttnA_ParOper_1,LH_SalVentAttnA_Ins_1,LH_SalVentAttnA_Ins_2,LH_SalVentAttnA_ParMed_1,LH_SalVentAttnA_FrMed_1,LH_SalVentAttnB_PFCl_1,LH_SalVentAttnB_PFCmp_1,LH_LimbicB_OFC_1,LH_LimbicA_TempPole_1,LH_LimbicA_TempPole_2,LH_ContA_IPS_1,LH_ContA_PFCl_1,LH_ContA_PFCl_2,LH_ContB_PFClv_1,LH_ContC_pCun_1,LH_ContC_pCun_2,LH_ContC_Cingp_1,LH_DefaultA_PFCd_1,LH_DefaultA_pCunPCC_1,LH_DefaultA_PFCm_1,LH_DefaultB_Temp_1,LH_DefaultB_Temp_2,LH_DefaultB_IPL_1,LH_DefaultB_PFCd_1,LH_DefaultB_PFCl_1,LH_DefaultB_PFCv_1,LH_DefaultB_PFCv_2,LH_DefaultC_Rsp_1,LH_DefaultC_PHC_1,LH_TempPar_1,RH_VisCent_ExStr_1,RH_VisCent_ExStr_2,RH_VisCent_ExStr_3,RH_VisPeri_StriCal_1,RH_VisPeri_ExStrInf_1,RH_VisPeri_ExStrSup_1,RH_SomMotA_1,RH_SomMotA_2,RH_SomMotA_3,RH_SomMotA_4,RH_SomMotB_Aud_1,RH_SomMotB_S2_1,RH_SomMotB_S2_2,RH_SomMotB_Cent_1,RH_DorsAttnA_TempOcc_1,RH_DorsAttnA_ParOcc_1,RH_DorsAttnA_SPL_1,RH_DorsAttnB_PostC_1,RH_DorsAttnB_PostC_2,RH_DorsAttnB_FEF_1,RH_SalVentAttnA_ParOper_1,RH_SalVentAttnA_Ins_1,RH_SalVentAttnA_ParMed_1,RH_SalVentAttnA_FrMed_1,RH_SalVentAttnB_IPL_1,RH_SalVentAttnB_PFCl_1,RH_SalVentAttnB_PFCmp_1,RH_LimbicB_OFC_1,RH_LimbicA_TempPole_1,RH_ContA_IPS_1,RH_ContA_PFCl_1,RH_ContA_PFCl_2,RH_ContB_Temp_1,RH_ContB_IPL_1,RH_ContB_PFCld_1,RH_ContB_PFClv_1,RH_ContC_Cingp_1,RH_ContC_pCun_1,RH_DefaultA_IPL_1,RH_DefaultA_PFCd_1,RH_DefaultA_pCunPCC_1,RH_DefaultA_PFCm_1,RH_DefaultB_PFCd_1,RH_DefaultB_PFCv_1,RH_DefaultB_PFCv_2,RH_DefaultC_Rsp_1,RH_DefaultC_PHC_1,RH_TempPar_1,RH_TempPar_2,RH_TempPar_3
sub-IXI039,0.55433077,0.411294,0.39103517,0.40351054,0.5776756,0.47737345,0.42159092,0.41830948,0.38403517,0.54863197,0.6272132,0.6102317,0.43791085,0.6014767,0.54075474,0.4649821,0.50778645,0.46225944,0.5386703,0.4392066,0.65116864,0.6416883,0.70470726,0.51871574,0.5020585,0.534467,0.53348804,0.58334076,0.5483981,0.5813181,0.45502582,0.51400626,0.5422175,0.59795207,0.503473,0.6004816,0.5723079,0.5510068,0.64749175,0.5881538,0.50478834,0.47958955,0.5274376,0.50626194,0.5126547,0.7836586,0.63169867,0.61862373,0.6153638,0.5558245,0.52987134,0.41072917,0.42861387,0.39476222,0.45614216,0.38397142,0.4573866,0.43384475,0.4632619,0.41322374,0.57761925,0.684651,0.5522953,0.42037618,0.5760874,0.59635895,0.40397596,0.6315246,0.44295502,0.40840745,0.6855018,0.692419,0.472666,0.5255498,0.5281592,0.60238755,0.5405781,0.58728987,0.5482107,0.3357835,0.5670064,0.50278854,0.55749714,0.5099085,0.50272197,0.569643,0.52426344,0.5306167,0.53485876,0.6164617,0.6397671,0.5859022,0.5679731,0.71046627,0.60606605,0.62650555,0.5858282,0.51977557,0.50630677,0.56839263
sub-IXI127,0.39266047,0.4155175,0.3612857,0.39382282,0.41139528,0.32442346,0.40862888,0.31956658,0.343162,0.43350518,0.54129976,0.49005154,0.3371175,0.5113894,0.4490173,0.35314775,0.357384,0.36168793,0.35142115,0.29866764,0.44276345,0.5197821,0.5650671,0.4481611,0.3132005,0.4119365,0.4804336,0.4669302,0.5015138,0.44009253,0.3920873,0.4221553,0.39551243,0.38804686,0.4097521,0.34611854,0.47081292,0.36712632,0.42271727,0.4799794,0.44962445,0.5512945,0.42874032,0.37580422,0.3635024,0.54667765,0.45815608,0.45250365,0.5429663,0.5569996,0.38908082,0.35685503,0.36150008,0.3224421,0.34741932,0.32669753,0.37085125,0.35837224,0.29461217,0.3101627,0.45410004,0.6347082,0.49035516,0.37285948,0.40815392,0.39277667,0.31657088,0.5560093,0.34090635,0.30892578,0.53941244,0.5449191,0.39814857,0.4210963,0.41894975,0.4496378,0.4461102,0.48699805,0.51135767,0.35541025,0.47188035,0.3947985,0.51143146,0.43089595,0.41942677,0.41443798,0.433802,0.38041604,0.5075376,0.3749299,0.43772507,0.4647614,0.43569285,0.55977297,0.4605421,0.45168138,0.47337514,0.5128881,0.5581599,0.47915995
sub-IXI254,0.44569772,0.3283037,0.3223229,0.40882224,0.46077442,0.31986254,0.45842496,0.3512923,0.3626787,0.46974835,0.44510055,0.44742203,0.4008636,0.5235586,0.51065296,0.40918553,0.4462726,0.376261,0.41724482,0.39066604,0.47100687,0.51225764,0.5056225,0.4077278,0.38887385,0.41714767,0.47199786,0.43340608,0.4755287,0.42166576,0.3841331,0.39703456,0.38836622,0.40868813,0.48422116,0.43060106,0.41926587,0.40764695,0.39628202,0.44285676,0.43608168,0.4208437,0.40904188,0.40318474,0.37804163,0.4491851,0.41560945,0.43586454,0.51042193,0.39579207,0.43545464,0.36856875,0.43196,0.34223685,0.3454972,0.37222344,0.38827726,0.3802735,0.34985873,0.3759597,0.44096237,0.5382339,0.4236422,0.40787223,0.47837725,0.47633877,0.38477692,0.470588,0.40338153,0.39061174,0.4032535,0.54613906,0.4316254,0.40445,0.35056013,0.42268208,0.42006862,0.44285962,0.50400686,0.36140198,0.43432763,0.4149664,0.49083832,0.411718,0.36179736,0.43550175,0.36697966,0.40734866,0.46061575,0.41446465,0.36635992,0.42060244,0.44819465,0.46168667,0.44799203,0.4479687,0.472102,0.4726891,0.48329756,0.38872376
sub-IXI141,0.47020885,0.39439598,0.42178723,0.3642117,0.40640867,0.39990684,0.3506175,0.28125373,0.26920038,0.3912539,0.38688347,0.38475707,0.27259696,0.4211668,0.36026284,0.33005795,0.2882435,0.301933,0.3063899,0.2750883,0.40445906,0.4406079,0.41178834,0.33738458,0.2994947,0.3585302,0.39693144,0.42037103,0.43725196,0.44091335,0.30107015,0.37730372,0.3438073,0.37265375,0.41621357,0.32470497,0.3645093,0.3724584,0.3394428,0.4376708,0.42798224,0.34092435,0.36135492,0.35946023,0.35298118,0.40918675,0.36463267,0.44023818,0.43378118,0.44428685,0.42402932,0.3920179,0.35418275,0.39838472,0.43430147,0.3688355,0.28585508,0.24774903,0.2949441,0.300407,0.34462747,0.38987008,0.35223377,0.2992698,0.37633494,0.36458185,0.28033486,0.3679829,0.32609004,0.34275487,0.41010654,0.43762618,0.35310093,0.36925533,0.3518659,0.42366305,0.4059834,0.41866544,0.46192688,0.2656515,0.43042198,0.3384,0.45566934,0.33088008,0.40292835,0.3820594,0.31164443,0.41502425,0.38518322,0.38559657,0.3192678,0.39132077,0.3501461,0.41550055,0.3561669,0.4826263,0.41980565,0.40797257,0.40449458,0.4290064
sub-IXI313,0.43643674,0.4327776,0.3438864,0.46752167,0.42946172,0.27923593,0.33705527,0.30847982,0.30107024,0.45358008,0.50184965,0.52526385,0.37406075,0.46383312,0.50464904,0.38781643,0.4234872,0.28301305,0.36275184,0.36613885,0.5028859,0.48066425,0.5074964,0.44657356,0.3695913,0.39238244,0.47543785,0.488036,0.5319452,0.43527147,0.3359209,0.40436405,0.4954786,0.434,0.38016257,0.45475888,0.4695158,0.380731,0.5238142,0.49701923,0.43333894,0.43701792,0.47554517,0.4043217,0.43011734,0.5908546,0.40824544,0.4073814,0.47369063,0.40388724,0.42938825,0.40150952,0.43398073,0.33220345,0.3215723,0.34283233,0.33121535,0.26319066,0.29203525,0.30902988,0.4346779,0.515413,0.4164107,0.38072306,0.4674253,0.4846986,0.38362297,0.41006765,0.37753952,0.36920917,0.40988192,0.53827834,0.43349606,0.4097284,0.3642974,0.4411233,0.4658463,0.4864838,0.5373261,0.28799388,0.48627305,0.4158826,0.46837583,0.4842712,0.40512168,0.4929904,0.47517222,0.45180216,0.54081106,0.39856765,0.48696014,0.4461655,0.4210551,0.5117041,0.5387331,0.45259336,0.5247728,0.5046619,0.5206317,0.44953874
sub-IXI636,0.5005802,0.46269754,0.41247872,0.39845985,0.5169712,0.41499597,0.4330631,0.36449233,0.36358172,0.45328835,0.5591725,0.5279396,0.44940847,0.5021953,0.43520588,0.3795597,0.4102949,0.2882585,0.40574318,0.41898325,0.5510489,0.5199127,0.57274336,0.4347641,0.50250113,0.45524183,0.465773,0.50158846,0.53858554,0.51131994,0.37350297,0.398501,0.3801002,0.4560057,0.47249043,0.41966555,0.4317056,0.44868276,0.47386155,0.5322003,0.48079878,0.43702167,0.49167657,0.45309806,0.36961126,0.59906614,0.48099464,0.52838767,0.52327394,0.44714105,0.49841538,0.46056855,0.4467415,0.383859,0.35259056,0.3905056,0.38864985,0.30305502,0.33148512,0.3664422,0.44284496,0.5548609,0.4438243,0.4489613,0.49006173,0.4608817,0.36412534,0.47226948,0.37644327,0.37393492,0.5206951,0.5590819,0.5068108,0.47771287,0.4429761,0.5395859,0.43070957,0.48820314,0.48957217,0.4086663,0.42702737,0.43692514,0.4978724,0.49438548,0.4582854,0.46713552,0.34657073,0.4025755,0.47031367,0.43274912,0.41761366,0.49965793,0.5171959,0.5204202,0.42182168,0.47368392,0.53866434,0.50968593,0.5124138,0.45910323
sub-IXI252,0.31473985,0.2978995,0.24336447,0.28708404,0.36101294,0.27630946,0.28866166,0.27259642,0.24904132,0.28337777,0.33090848,0.31221384,0.22745758,0.38112432,0.26567933,0.30869257,0.26934445,0.21246481,0.2811021,0.25136268,0.31952813,0.38929644,0.37882653,0.34493896,0.2780731,0.31347844,0.3604628,0.30403045,0.3600504,0.34287465,0.30224252,0.31869733,0.2517242,0.31141385,0.3424145,0.3018576,0.3625681,0.29230106,0.3139024,0.33291346,0.30648974,0.36724418,0.35908404,0.3215272,0.32475004,0.34381363,0.33349824,0.33053496,0.39803064,0.33978322,0.32581276,0.31401435,0.34257752,0.30048242,0.26170453,0.29314783,0.26490283,0.25939363,0.25165084,0.2624523,0.33798724,0.34273347,0.32558867,0.23807028,0.36000314,0.34244028,0.28086343,0.27077958,0.28158686,0.26521063,0.37779358,0.38041025,0.3712249,0.30739272,0.29599243,0.35230023,0.32988572,0.32299832,0.36756185,0.28256682,0.3283615,0.27784663,0.34169728,0.33142334,0.3107758,0.3157744,0.28860846,0.3172624,0.33576155,0.32177293,0.27937824,0.30721176,0.3411206,0.31317136,0.33779493,0.33097935,0.36443025,0.35561553,0.3111833,0.3079535
sub-IXI340,0.7167884,0.46336463,0.61760825,0.47840685,0.6271566,0.6041567,0.57773757,0.46335882,0.43124145,0.5407023,0.5792029,0.521217,0.40680867,0.67871743,0.48789242,0.42537796,0.44977582,0.44220096,0.4230527,0.45505995,0.48180193,0.5975662,0.6559323,0.4800879,0.505182,0.5386565,0.6104886,0.5993645,0.6650947,0.5574614,0.42088962,0.5493886,0.49703032,0.5069841,0.53564376,0.5145193,0.5874877,0.5081823,0.6695272,0.6238396,0.6158244,0.5784098,0.4678698,0.50780356,0.54236233,0.6276392,0.5736549,0.703889,0.6444448,0.5277302,0.6168348,0.5456551,0.49917772,0.6245744,0.54053575,0.46802077,0.36666283,0.37264588,0.34400308,0.42830014,0.4551553,0.5427906,0.45901537,0.38017267,0.5704756,0.50401336,0.42702517,0.42014468,0.42257106,0.47350273,0.37836656,0.63275516,0.51493406,0.534614,0.37929198,0.5417524,0.57754815,0.6111713,0.62750274,0.39422053,0.5596057,0.4185614,0.5959139,0.41058388,0.49017444,0.54851836,0.53700215,0.50619316,0.5131764,0.45081586,0.59230596,0.59084874,0.5063647,0.6232646,0.5067759,0.7280215,0.6439678,0.5773432,0.58370197,0.5093942
sub-IXI512,0.40698087,0.36264297,0.36236042,0.36071756,0.40660673,0.31896883,0.34125498,0.30199862,0.29661083,0.41854954,0.3695351,0.40983006,0.3285929,0.3853261,0.34587273,0.36509076,0.331195,0.265602,0.31332064,0.35344923,0.39471856,0.46135378,0.47920236,0.39121664,0.36859244,0.37238532,0.40226886,0.4029887,0.4504988,0.36617482,0.3649536,0.32285765,0.35879007,0.3380563,0.42580476,0.41826552,0.37256646,0.34667134,0.47614,0.40233067,0.39688674,0.35859522,0.37633124,0.33920807,0.3204512,0.5198361,0.37968978,0.44690743,0.41046077,0.43035358,0.3796775,0.38798058,0.41405836,0.34322664,0.3333924,0.37857273,0.33793527,0.35045254,0.2840968,0.30794552,0.3892296,0.45724466,0.44192955,0.3289325,0.35978222,0.3781918,0.39223048,0.38138452,0.36727363,0.36161697,0.41979268,0.50310194,0.43221533,0.39963034,0.32140422,0.34851894,0.37571564,0.43009713,0.42762342,0.2979735,0.35521638,0.31959936,0.3920373,0.32981238,0.35209683,0.38243732,0.28583625,0.39393762,0.3574317,0.38907737,0.3887402,0.43335548,0.38944298,0.4596668,0.4154818,0.38803828,0.38895985,0.4333288,0.39334485,0.3580707
sub-IXI199,0.46119472,0.3301948,0.40412137,0.34612063,0.44632483,0.39019963,0.3748272,0.28080282,0.28374863,0.36807874,0.36966673,0.43671134,0.31674165,0.43303812,0.3653684,0.38002333,0.38216615,0.3489471,0.33352068,0.34705997,0.44098583,0.4711051,0.5288004,0.35318163,0.32951176,0.3501832,0.3814593,0.4220391,0.5645154,0.42431614,0.31936836,0.37503007,0.36164737,0.34066138,0.34190384,0.33048004,0.41091305,0.37756163,0.40272507,0.4118643,0.46561444,0.42167595,0.37046242,0.33256075,0.39268416,0.50154746,0.43680128,0.45214567,0.47163644,0.4576826,0.44367,0.4156765,0.4037922,0.35716075,0.3890161,0.37601626,0.32553586,0.2810808,0.24699701,0.32395858,0.41174158,0.45104626,0.39781132,0.32664573,0.34951517,0.41381478,0.33344358,0.35408667,0.33662137,0.3442412,0.4341845,0.51214623,0.33300886,0.37569997,0.35484508,0.34554222,0.34410775,0.44459075,0.54928225,0.25913587,0.36189297,0.36503935,0.42756465,0.36512977,0.36464596,0.4113496,0.36921793,0.44480783,0.39178586,0.37639213,0.42838603,0.39819348,0.42013887,0.48749918,0.43170977,0.47179067,0.45414656,0.4886904,0.4145504,0.37641153
sub-IXI344,0.4126447,0.37581015,0.38491917,0.35501045,0.4118411,0.4409968,0.33511576,0.32060608,0.28513548,0.40350977,0.38481867,0.41976267,0.38194913,0.41187614,0.3945241,0.31516242,0.3567106,0.2596918,0.38785923,0.24986477,0.36751604,0.44728646,0.4061082,0.33511892,0.3092983,0.38886124,0.3618538,0.4043011,0.50983036,0.37422556,0.26344585,0.3968515,0.35033032,0.3518633,0.37717316,0.45560047,0.376103,0.29714218,0.40900266,0.38859296,0.4352704,0.43474174,0.34740812,0.3596739,0.3256106,0.4555554,0.3878269,0.49731636,0.4462443,0.4324815,0.39219844,0.36582306,0.4107722,0.3638632,0.41782984,0.3400133,0.37127164,0.29818273,0.3005244,0.28432015,0.40317604,0.46839905,0.43640482,0.36764583,0.41550544,0.3958692,0.2927135,0.3675047,0.3507525,0.28140563,0.44478783,0.4874823,0.342594,0.36133322,0.34111518,0.3689135,0.33072487,0.42763582,0.50837374,0.24650209,0.35333198,0.32216865,0.49167472,0.36283064,0.36467344,0.39912465,0.34177956,0.3112486,0.34767997,0.32737193,0.3522639,0.3641115,0.3792877,0.42014456,0.36627162,0.49940908,0.44860905,0.47095147,0.42335337,0.34458056
sub-IXI037,0.49192894,0.4169463,0.40164784,0.37636796,0.4359032,0.4235565,0.40028557,0.31638643,0.3056137,0.3915451,0.4343065,0.46002096,0.39781174,0.52770746,0.4901404,0.33609027,0.44151694,0.34175,0.3617017,0.32550544,0.53234303,0.4529527,0.49075443,0.4196435,0.3747661,0.40188584,0.43885648,0.4400785,0.49882585,0.49391466,0.34164944,0.41234273,0.34671953,0.4565273,0.43240207,0.42446792,0.42989382,0.3477677,0.49941862,0.5040082,0.44027412,0.43828806,0.4303722,0.4126657,0.3345072,0.4214377,0.4832921,0.5256105,0.45815876,0.46797168,0.46099338,0.3629953,0.43089435,0.41394025,0.42249757,0.3934597,0.39927265,0.29200533,0.32251665,0.3097863,0.41463917,0.4749612,0.4160261,0.4019564,0.4185077,0.45951545,0.34218004,0.46899995,0.39114022,0.36172792,0.5223824,0.48605725,0.3941849,0.4169363,0.3623973,0.4213432,0.42785284,0.47564194,0.5291016,0.3546986,0.43412974,0.36350214,0.46698043,0.4567506,0.43170986,0.48858705,0.38852403,0.43876514,0.4428417,0.37317243,0.49212286,0.48109192,0.38390398,0.47595632,0.45749366,0.5077874,0.49572906,0.46986443,0.44625977,0.45906624
sub-IXI068,0.45521608,0.40760055,0.3648578,0.3374568,0.443285,0.31175914,0.38978544,0.3592415,0.34129637,0.372974,0.405986,0.4701374,0.35169217,0.47227713,0.41001102,0.38604882,0.4082618,0.3728871,0.37313157,0.4269032,0.41540077,0.45570156,0.47485137,0.36863306,0.36630824,0.43150228,0.42743918,0.42161253,0.4498767,0.42123666,0.38570142,0.40973625,0.41621068,0.41611886,0.37711838,0.4017604,0.42332998,0.3773221,0.4931709,0.466782,0.45576715,0.44440013,0.4119494,0.3698488,0.37157723,0.43633184,0.40595168,0.47271505,0.41485342,0.45640585,0.4744406,0.36781758,0.41606748,0.3500517,0.3462374,0.3409171,0.3943042,0.3359598,0.2906218,0.3549834,0.38245696,0.43376455,0.46993867,0.39485574,0.44178718,0.45031595,0.40025935,0.40287378,0.38745457,0.3469306,0.41702035,0.52167094,0.47217697,0.4001552,0.45226547,0.41323337,0.41403237,0.46662635,0.46963057,0.38081232,0.38564718,0.420256,0.44530103,0.44510606,0.41793135,0.4781982,0.37520707,0.40213063,0.43194276,0.4303663,0.42959312,0.43394557,0.4566433,0.4809068,0.44142243,0.4835189,0.441976,0.48901075,0.4691392,0.4543759
sub-IXI087,0.53903145,0.4627432,0.4231714,0.51230776,0.6169922,0.44339514,0.47440115,0.3578552,0.38704848,0.5226339,0.5657119,0.5794259,0.49185917,0.5790364,0.5490671,0.44429687,0.41884238,0.45770684,0.43959963,0.4274501,0.60654116,0.5538051,0.58188236,0.52963555,0.4330325,0.51391745,0.53011787,0.5576025,0.53149945,0.51667356,0.46574384,0.53501385,0.41393793,0.47540733,0.50227755,0.49217048,0.45215076,0.5018251,0.53742933,0.551576,0.55867106,0.5881685,0.49064618,0.45158148,0.5323167,0.55828035,0.52429014,0.5490425,0.54592353,0.52805537,0.53767,0.4263777,0.47697145,0.45844993,0.517942,0.4166392,0.4497781,0.30126247,0.45770055,0.3527394,0.4608975,0.58595943,0.5717142,0.42652056,0.5064266,0.49927303,0.3763725,0.5710759,0.45450795,0.42456993,0.5642646,0.5959456,0.4187971,0.46290904,0.5402915,0.5529684,0.49124566,0.5830793,0.5614815,0.48508176,0.6127903,0.41990393,0.5425238,0.5383433,0.47808945,0.55845034,0.43767312,0.46702135,0.52760834,0.5121375,0.47732186,0.5424803,0.5285426,0.55712545,0.5490306,0.5069692,0.56354284,0.55494404,0.57978535,0.5533223
sub-IXI129,0.5651558,0.45685983,0.47141707,0.43285444,0.5937564,0.4673849,0.47755876,0.33709082,0.37892374,0.49692568,0.5511103,0.5793454,0.55920756,0.6316034,0.5715355,0.5136536,0.48696974,0.43911707,0.45934287,0.4246244,0.5492586,0.57192594,0.52038187,0.5086854,0.4579372,0.5491663,0.56784445,0.5432468,0.64184624,0.6887161,0.44354427,0.5247183,0.41762996,0.5328864,0.4509088,0.5529018,0.505419,0.44640008,0.5907892,0.6137111,0.56289667,0.6361336,0.5374326,0.52310365,0.4571226,0.5111186,0.5144252,0.5794428,0.5489956,0.6183301,0.5696647,0.45280638,0.51379687,0.43403596,0.5083774,0.42530853,0.49719617,0.38563824,0.38479638,0.40506333,0.54013735,0.6773465,0.6006987,0.48585096,0.58710605,0.611454,0.48391885,0.5742945,0.492407,0.37737462,0.6458481,0.60529107,0.5174846,0.50038385,0.4738807,0.5736977,0.50699276,0.54232335,0.6404103,0.43348607,0.5446518,0.4386751,0.6339572,0.54143643,0.4655543,0.5564672,0.45820382,0.5134707,0.50503904,0.57507163,0.5524033,0.5594757,0.5620494,0.5320876,0.4749792,0.5936368,0.60528445,0.6425948,0.62105054,0.5375044
sub-IXI572,0.35316333,0.3362787,0.3128325,0.3556835,0.38425073,0.37539306,0.30732965,0.24138157,0.26160744,0.3845234,0.50065356,0.46614835,0.34925404,0.43856853,0.40303454,0.32850626,0.40411747,0.31677476,0.34709436,0.33358634,0.4359664,0.49120414,0.4967759,0.39600036,0.3377738,0.44388077,0.39535207,0.42106548,0.5053706,0.45812708,0.31793144,0.37633914,0.36831677,0.40085793,0.3418195,0.36771598,0.4381097,0.31739664,0.41178548,0.41428995,0.42850173,0.4519445,0.39064416,0.38652593,0.4461589,0.49229562,0.3995942,0.3763311,0.4637923,0.46678412,0.39462766,0.43200177,0.38500565,0.35572457,0.33114752,0.3523254,0.3532297,0.31086108,0.3002866,0.29286712,0.3672441,0.5294027,0.4873195,0.39780053,0.41437405,0.40710574,0.3549976,0.4462363,0.33623287,0.2898393,0.40656802,0.4762932,0.41758144,0.36662847,0.3354947,0.4419551,0.37364903,0.43293056,0.4566235,0.3130744,0.41205847,0.3931106,0.40416422,0.35104364,0.44189253,0.4354717,0.33033422,0.38118622,0.39062214,0.2922699,0.366654,0.39118233,0.4364505,0.4251318,0.3775799,0.4220495,0.4333108,0.41436213,0.44303605,0.44108757
sub-IXI057,0.45280764,0.49147198,0.49375132,0.41972634,0.45286354,0.5199339,0.39775893,0.36169505,0.37209255,0.5249309,0.61062074,0.6032621,0.39451054,0.49914536,0.4531426,0.43594283,0.43414083,0.45260766,0.3561547,0.47273642,0.46993932,0.5829445,0.672838,0.41126153,0.5064496,0.43196505,0.5356556,0.50190955,0.50986165,0.49356496,0.35999414,0.50362396,0.46902636,0.45757082,0.4329244,0.44252023,0.46949592,0.4201319,0.53309846,0.522082,0.5016872,0.41171592,0.41066656,0.47419482,0.46348283,0.5762608,0.4758266,0.5813793,0.4838527,0.5057659,0.4667094,0.38818738,0.39860362,0.44178334,0.47069353,0.46753365,0.4187337,0.3771826,0.4359948,0.39456254,0.4637925,0.6058391,0.559398,0.42098698,0.42142233,0.36552638,0.3710469,0.5420523,0.43632874,0.39770922,0.51757854,0.6204465,0.5013559,0.482159,0.42283532,0.5470251,0.477491,0.5243718,0.5403269,0.3301855,0.48957148,0.47990656,0.5234125,0.3710047,0.4352816,0.49861208,0.37137833,0.43727076,0.46077397,0.47199562,0.41803363,0.5085342,0.53230613,0.57252353,0.5319974,0.5568996,0.51138127,0.55091524,0.5074809,0.4684946
sub-IXI601,0.47240692,0.36863554,0.4806307,0.43718916,0.49071205,0.43255016,0.43240094,0.3137328,0.3432668,0.4469726,0.4798029,0.5023661,0.40313426,0.4767736,0.34799457,0.37440982,0.419184,0.34881592,0.367506,0.38985434,0.4602541,0.47675133,0.5849089,0.42975214,0.4039679,0.4281966,0.44345996,0.42770955,0.5214895,0.4652236,0.37805676,0.3597528,0.4673892,0.4440929,0.4157769,0.37516335,0.4671276,0.36695418,0.42887625,0.461641,0.48655432,0.38082525,0.37152785,0.39919323,0.46514955,0.53105617,0.4733454,0.4305023,0.45644015,0.44620818,0.45585507,0.4057517,0.40252066,0.3777113,0.4259668,0.37314638,0.39933032,0.3423102,0.3342727,0.30538687,0.44845775,0.47065642,0.40042087,0.44228172,0.41253603,0.42922375,0.34530976,0.41197917,0.41100323,0.32788432,0.44416595,0.51272,0.38768885,0.44011635,0.36314017,0.4588959,0.40969887,0.4246223,0.5625324,0.34795257,0.4301313,0.39084417,0.47870988,0.41649643,0.37604108,0.43337017,0.41024163,0.3797598,0.4463143,0.39391023,0.43731174,0.4281979,0.43583205,0.49950242,0.51763767,0.47666347,0.5022291,0.5232147,0.4529975,0.45379758
sub-IXI483,0.39729434,0.4163603,0.33362746,0.4159201,0.49603775,0.49606243,0.4677018,0.35053638,0.30753672,0.4491415,0.5495935,0.47921538,0.36576387,0.48832363,0.39323416,0.45439056,0.4672763,0.46021906,0.44749892,0.3179668,0.4817167,0.6188103,0.63609856,0.36502752,0.39210472,0.4448879,0.5075404,0.5268113,0.53528345,0.46360052,0.41442612,0.41534337,0.4318206,0.49198994,0.46712846,0.4837975,0.49613312,0.42767975,0.5445898,0.5431572,0.4525841,0.48181596,0.44247043,0.47158444,0.4409648,0.559403,0.4848402,0.584588,0.47329313,0.5248694,0.46356022,0.49875167,0.4873591,0.38401067,0.44365078,0.44201496,0.41877556,0.3980839,0.45666078,0.32399905,0.443513,0.47564888,0.44281837,0.36688542,0.48505616,0.49658746,0.37824476,0.4338841,0.42798948,0.38454682,0.50015897,0.63256043,0.41303852,0.44910982,0.42685673,0.51712734,0.4562592,0.5781068,0.5092517,0.38216403,0.40088463,0.432471,0.4422157,0.44772634,0.42707646,0.5060717,0.44639534,0.48228055,0.44249818,0.4375937,0.4813815,0.50658315,0.5255467,0.51587176,0.44465062,0.56262314,0.47876763,0.4952482,0.45780438,0.4497241
sub-IXI083,0.5011502,0.40568462,0.33848,0.39230844,0.5276949,0.4759465,0.41240156,0.31730798,0.32240403,0.43767664,0.41649806,0.49862033,0.4367867,0.5110001,0.5100157,0.43978015,0.4302947,0.37116927,0.34853268,0.380757,0.47804958,0.55284476,0.5409859,0.4859044,0.4131332,0.4220884,0.5128843,0.45398968,0.6281573,0.4996407,0.32498944,0.40208426,0.4979015,0.4136336,0.4506465,0.43617046,0.5000607,0.3899165,0.49811262,0.50369346,0.5495585,0.57145774,0.4641261,0.46027628,0.4356915,0.5431796,0.44698957,0.51126856,0.54654413,0.5201224,0.50263387,0.41852778,0.4749699,0.4201845,0.4149315,0.40806785,0.3672615,0.2797052,0.3028769,0.29990482,0.4080779,0.47684628,0.4839227,0.4114912,0.5373051,0.59307677,0.37740612,0.39638415,0.36909142,0.35710964,0.4338697,0.5600501,0.47480997,0.47610348,0.39703396,0.44712663,0.4271492,0.46233836,0.5902682,0.2892834,0.43090248,0.43155855,0.5246467,0.4702406,0.40684268,0.42687866,0.38967472,0.43120566,0.44450724,0.41267547,0.47646716,0.4779003,0.43238002,0.54773784,0.49319896,0.54548824,0.4922296,0.5136109,0.5252282,0.43898228
